,Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
,Sodapop,1185732,10-05-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.40 ,"1,750",$700 ,$210 ,30%
,Sodapop,1185732,10-05-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.40 ,"1,000",$400 ,$120 ,30%
,Sodapop,1185732,10-05-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.50 ,"1,250",$625 ,$219 ,35%
,Sodapop,1185732,10-05-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.55 ,"2,500","$1,375 ",$550 ,40%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.40 ,"5,000","$2,000 ",$700 ,35%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.35 ,"2,500",$875 ,$263 ,30%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.30 ,"2,000",$600 ,$180 ,30%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.30 ,"1,750",$525 ,$158 ,30%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.40 ,"1,750",$700 ,$245 ,35%
,Sodapop,1185732,09-06-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.55 ,"3,250","$1,788 ",$715 ,40%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.50 ,"5,500","$2,750 ",$963 ,35%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.45 ,"3,000","$1,350 ",$405 ,30%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.40 ,"1,750",$700 ,$210 ,30%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.50 ,"2,000","$1,000 ",$350 ,35%
,Sodapop,1185732,08-07-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.55 ,"3,750","$2,063 ",$825 ,40%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.50 ,"5,250","$2,625 ",$919 ,35%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.45 ,"3,000","$1,350 ",$405 ,30%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.40 ,"2,000",$800 ,$240 ,30%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.50 ,"1,750",$875 ,$306 ,35%
,Sodapop,1185732,09-08-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.55 ,"3,500","$1,925 ",$770 ,40%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.40 ,"4,750","$1,900 ",$665 ,35%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.35 ,"2,750",$963 ,$289 ,30%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.30 ,"1,750",$525 ,$158 ,30%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.30 ,"1,500",$450 ,$135 ,30%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.40 ,"1,500",$600 ,$210 ,35%
,Sodapop,1185732,10-09-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.45 ,"2,250","$1,013 ",$405 ,40%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.50 ,"4,000","$2,000 ",$700 ,35%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.40 ,"2,500","$1,000 ",$300 ,30%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.40 ,"1,500",$600 ,$180 ,30%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.40 ,"1,250",$500 ,$150 ,30%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.50 ,"1,250",$625 ,$219 ,35%
,Sodapop,1185732,09-10-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.55 ,"2,500","$1,375 ",$550 ,40%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.50 ,"4,000","$2,000 ",$700 ,35%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.40 ,"2,500","$1,000 ",$300 ,30%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.40 ,"1,950",$780 ,$234 ,30%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.40 ,"1,750",$700 ,$210 ,30%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.60 ,"1,500",$900 ,$315 ,35%
,Sodapop,1185732,09-11-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.65 ,"2,500","$1,625 ",$650 ,40%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Coca-Cola,$0.60 ,"5,000","$3,000 ","$1,050 ",35%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Diet Coke,$0.50 ,"3,000","$1,500 ",$450 ,30%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Sprite,$0.50 ,"2,500","$1,250 ",$375 ,30%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Fanta,$0.50 ,"2,000","$1,000 ",$300 ,30%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Powerade,$0.60 ,"2,000","$1,200 ",$420 ,35%
,Sodapop,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Dasani Water,$0.65 ,"3,000","$1,950 ",$780 ,40%
x,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.30 ,"4,500","$1,350 ",$405 ,30%
,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.30 ,"2,500",$750 ,$263 ,35%
,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Sprite,$0.20 ,"2,500",$500 ,$150 ,30%
,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Fanta,$0.25 ,"1,000",$250 ,$75 ,30%
,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Powerade,$0.40 ,"1,500",$600 ,$300 ,50%
,Sodapop,1185732,06-01-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.30 ,"2,500",$750 ,$300 ,40%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.30 ,"5,000","$1,500 ",$450 ,30%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.30 ,"1,500",$450 ,$158 ,35%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Sprite,$0.20 ,"2,000",$400 ,$120 ,30%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Fanta,$0.25 ,750,$188 ,$56 ,30%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Powerade,$0.40 ,"1,500",$600 ,$300 ,50%
,Sodapop,1185732,06-02-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.15 ,"2,500",$375 ,$150 ,40%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.20 ,"4,700",$940 ,$282 ,30%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.20 ,"1,750",$350 ,$123 ,35%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Sprite,$0.10 ,"2,250",$225 ,$68 ,30%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Fanta,$0.15 ,"1,000",$150 ,$45 ,30%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Powerade,$0.30 ,"1,500",$450 ,$225 ,50%
,Sodapop,1185732,05-03-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.20 ,"2,500",$500 ,$200 ,40%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.20 ,"4,750",$950 ,$285 ,30%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.20 ,"1,750",$350 ,$123 ,35%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Sprite,$0.10 ,"1,750",$175 ,$53 ,30%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Fanta,$0.15 ,"1,000",$150 ,$45 ,30%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Powerade,$0.60 ,"1,250",$750 ,$375 ,50%
,Sodapop,1185732,06-04-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.50 ,"2,500","$1,250 ",$500 ,40%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.60 ,"5,200","$3,120 ",$936 ,30%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.40 ,"2,250",$900 ,$315 ,35%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Sprite,$0.35 ,"2,000",$700 ,$210 ,30%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Fanta,$0.35 ,"1,250",$438 ,$131 ,30%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Powerade,$0.45 ,"1,500",$675 ,$338 ,50%
,Sodapop,1185732,07-05-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.50 ,"2,750","$1,375 ",$550 ,40%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.35 ,"5,250","$1,838 ",$551 ,30%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.30 ,"2,750",$825 ,$289 ,35%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Sprite,$0.25 ,"2,000",$500 ,$150 ,30%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Fanta,$0.25 ,"1,750",$438 ,$131 ,30%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Powerade,$0.35 ,"1,750",$613 ,$306 ,50%
,Sodapop,1185732,06-06-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.55 ,"3,250","$1,788 ",$715 ,40%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.50 ,"5,500","$2,750 ",$825 ,30%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.45 ,"3,000","$1,350 ",$473 ,35%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Fanta,$0.40 ,"1,750",$700 ,$210 ,30%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Powerade,$0.50 ,"2,000","$1,000 ",$500 ,50%
,Sodapop,1185732,05-07-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.55 ,"3,750","$2,063 ",$825 ,40%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.50 ,"5,250","$2,625 ",$788 ,30%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.45 ,"3,000","$1,350 ",$473 ,35%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Fanta,$0.40 ,"2,000",$800 ,$240 ,30%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Powerade,$0.50 ,"1,750",$875 ,$438 ,50%
,Sodapop,1185732,06-08-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.55 ,"3,500","$1,925 ",$770 ,40%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.35 ,"4,750","$1,663 ",$499 ,30%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.30 ,"2,750",$825 ,$289 ,35%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Sprite,$0.25 ,"1,750",$438 ,$131 ,30%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Fanta,$0.25 ,"1,500",$375 ,$113 ,30%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Powerade,$0.35 ,"1,500",$525 ,$263 ,50%
,Sodapop,1185732,07-09-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.40 ,"2,250",$900 ,$360 ,40%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.45 ,"4,000","$1,800 ",$540 ,30%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.35 ,"2,500",$875 ,$306 ,35%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Sprite,$0.35 ,"1,500",$525 ,$158 ,30%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Fanta,$0.35 ,"1,250",$438 ,$131 ,30%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Powerade,$0.45 ,"1,250",$563 ,$281 ,50%
,Sodapop,1185732,06-10-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.50 ,"2,500","$1,250 ",$500 ,40%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.45 ,"4,000","$1,800 ",$540 ,30%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.35 ,"2,750",$963 ,$337 ,35%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Sprite,$0.35 ,"2,200",$770 ,$231 ,30%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Fanta,$0.35 ,"2,000",$700 ,$210 ,30%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Powerade,$0.60 ,"1,750","$1,050 ",$525 ,50%
,Sodapop,1185732,06-11-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.65 ,"2,750","$1,788 ",$715 ,40%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Coca-Cola,$0.60 ,"5,250","$3,150 ",$945 ,30%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Diet Coke,$0.50 ,"3,250","$1,625 ",$569 ,35%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Sprite,$0.50 ,"2,750","$1,375 ",$413 ,30%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Fanta,$0.50 ,"2,250","$1,125 ",$338 ,30%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Powerade,$0.60 ,"2,250","$1,350 ",$675 ,50%
,Sodapop,1185732,05-12-2021,Midwest,North Dakota,Fargo,Dasani Water,$0.65 ,"3,250","$2,113 ",$845 ,40%
x,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.30 ,"4,500","$1,350 ",$405 ,30%
,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.30 ,"2,500",$750 ,$263 ,35%
,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Sprite,$0.20 ,"2,500",$500 ,$150 ,30%
,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Fanta,$0.25 ,"1,000",$250 ,$75 ,30%
,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Powerade,$0.40 ,"1,500",$600 ,$300 ,50%
,Sodapop,1185732,03-01-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.30 ,"2,500",$750 ,$300 ,40%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.30 ,"5,000","$1,500 ",$450 ,30%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.30 ,"1,500",$450 ,$158 ,35%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Sprite,$0.20 ,"2,000",$400 ,$120 ,30%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Fanta,$0.25 ,750,$188 ,$56 ,30%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Powerade,$0.40 ,"1,500",$600 ,$300 ,50%
,Sodapop,1185732,03-02-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.15 ,"2,500",$375 ,$150 ,40%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.20 ,"4,700",$940 ,$282 ,30%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.20 ,"1,750",$350 ,$123 ,35%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Sprite,$0.10 ,"2,250",$225 ,$68 ,30%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Fanta,$0.15 ,750,$113 ,$34 ,30%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Powerade,$0.30 ,"1,250",$375 ,$188 ,50%
,Sodapop,1185732,02-03-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.20 ,"2,250",$450 ,$180 ,40%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.20 ,"4,500",$900 ,$270 ,30%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.20 ,"1,500",$300 ,$105 ,35%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Sprite,$0.10 ,"1,500",$150 ,$45 ,30%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Fanta,$0.15 ,750,$113 ,$34 ,30%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Powerade,$0.60 ,"1,000",$600 ,$300 ,50%
,Sodapop,1185732,03-04-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.50 ,"2,250","$1,125 ",$450 ,40%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.60 ,"4,950","$2,970 ",$891 ,30%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.40 ,"2,000",$800 ,$280 ,35%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Sprite,$0.35 ,"1,750",$613 ,$184 ,30%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Fanta,$0.35 ,"1,500",$525 ,$158 ,30%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Powerade,$0.45 ,"1,750",$788 ,$394 ,50%
,Sodapop,1185732,04-05-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.50 ,"3,000","$1,500 ",$600 ,40%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.35 ,"5,500","$1,925 ",$578 ,30%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.30 ,"3,000",$900 ,$315 ,35%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Sprite,$0.25 ,"2,000",$500 ,$150 ,30%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Fanta,$0.25 ,"1,750",$438 ,$131 ,30%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Powerade,$0.35 ,"1,750",$613 ,$306 ,50%
,Sodapop,1185732,03-06-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.55 ,"3,250","$1,788 ",$715 ,40%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.50 ,"5,500","$2,750 ",$825 ,30%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.45 ,"3,000","$1,350 ",$473 ,35%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Fanta,$0.40 ,"1,750",$700 ,$210 ,30%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Powerade,$0.50 ,"2,000","$1,000 ",$500 ,50%
,Sodapop,1185732,02-07-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.55 ,"3,750","$2,063 ",$825 ,40%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.50 ,"5,250","$2,625 ",$788 ,30%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.45 ,"3,000","$1,350 ",$473 ,35%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Sprite,$0.40 ,"2,250",$900 ,$270 ,30%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Fanta,$0.40 ,"2,000",$800 ,$240 ,30%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Powerade,$0.50 ,"1,750",$875 ,$438 ,50%
,Sodapop,1185732,03-08-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.55 ,"3,500","$1,925 ",$770 ,40%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.35 ,"4,750","$1,663 ",$499 ,30%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.30 ,"2,500",$750 ,$263 ,35%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Sprite,$0.25 ,"1,500",$375 ,$113 ,30%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Fanta,$0.25 ,"1,250",$313 ,$94 ,30%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Powerade,$0.35 ,"1,250",$438 ,$219 ,50%
,Sodapop,1185732,04-09-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.40 ,"2,000",$800 ,$320 ,40%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.45 ,"3,750","$1,688 ",$506 ,30%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.35 ,"2,250",$788 ,$276 ,35%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Sprite,$0.35 ,"1,250",$438 ,$131 ,30%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Fanta,$0.35 ,"1,250",$438 ,$131 ,30%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Powerade,$0.45 ,"1,250",$563 ,$281 ,50%
,Sodapop,1185732,03-10-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.50 ,"2,500","$1,250 ",$500 ,40%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.45 ,"4,000","$1,800 ",$540 ,30%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.35 ,"3,000","$1,050 ",$368 ,35%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Sprite,$0.35 ,"2,450",$858 ,$257 ,30%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Fanta,$0.35 ,"2,250",$788 ,$236 ,30%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Powerade,$0.60 ,"2,000","$1,200 ",$600 ,50%
,Sodapop,1185732,03-11-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.65 ,"3,000","$1,950 ",$780 ,40%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Coca-Cola,$0.60 ,"5,500","$3,300 ",$990 ,30%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Diet Coke,$0.50 ,"3,500","$1,750 ",$613 ,35%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Sprite,$0.50 ,"3,000","$1,500 ",$450 ,30%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Fanta,$0.50 ,"2,500","$1,250 ",$375 ,30%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Powerade,$0.60 ,"2,500","$1,500 ",$750 ,50%
,Sodapop,1185732,02-12-2021,Midwest,Iowa,Des Moines,Dasani Water,$0.65 ,"3,500","$2,275 ",$910 ,40%
x,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Coca-Cola,$0.35 ,"5,000","$1,750 ",$700 ,40%
,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Diet Coke,$0.35 ,"3,000","$1,050 ",$420 ,40%
,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Sprite,$0.25 ,"3,000",$750 ,$263 ,35%
,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Fanta,$0.30 ,"1,500",$450 ,$158 ,35%
,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Powerade,$0.45 ,"2,000",$900 ,$270 ,30%
,Sodapop,1185732,10-01-2021,Midwest,Wisconsin,Milwaukee,Dasani Water,$0.35 ,"3,000","$1,050 ",$420 ,40%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Coca-Cola,$0.35 ,"5,500","$1,925 ",$770 ,40%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Diet Coke,$0.35 ,"2,000",$700 ,$280 ,40%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Sprite,$0.25 ,"2,500",$625 ,$219 ,35%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Fanta,$0.30 ,"1,250",$375 ,$131 ,35%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Powerade,$0.45 ,"2,000",$900 ,$270 ,30%
,Sodapop,1185732,10-02-2021,Midwest,Wisconsin,Milwaukee,Dasani Water,$0.20 ,"3,000",$600 ,$240 ,40%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Coca-Cola,$0.25 ,"5,200","$1,300 ",$520 ,40%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Diet Coke,$0.25 ,"2,250",$563 ,$225 ,40%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Sprite,$0.15 ,"2,750",$413 ,$144 ,35%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Fanta,$0.20 ,"1,250",$250 ,$88 ,35%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Powerade,$0.35 ,"1,750",$613 ,$184 ,30%
,Sodapop,1185732,09-03-2021,Midwest,Wisconsin,Milwaukee,Dasani Water,$0.25 ,"2,750",$688 ,$275 ,40%
